Date,Type,,Name,Location,State,Area,Wall / Boulder,Link,Grade,,,Danger,Status,,Protection,A.,Notes,Rating,Felt,Suggested
5/13/2024,Boulder,the-garden-climbing-slam-dunk,Slam Dunk,The Garden Climbing,OR,Garden Main,E's Boulder,Mountain Project,V7,7a+,42,-,Attempt,FALSE,Pads,5,Trying new pogo beta.,,Hard,
5/13/2024,Boulder,the-garden-climbing-harbor-freight,Harbor Freight,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,10,So good to be back on this.,,Moderate,
5/13/2024,Boulder,the-garden-climbing-home-depot,Home Depot,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V8,,,-,Attempt,FALSE,Pads,10,"Wow, so cool. Drop knee to cross.",,Moderate,
5/13/2024,Boulder,the-garden-climbing-octernal,Octernal,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V7,7a+,42,-,Attempt,FALSE,Pads,1,Warmup on bototm moves! Hurt finger.,,Easy,
5/13/2024,Boulder,the-garden-climbing-i'm-calling-the-dab-police,I'm Calling the Dab Police,The Garden Climbing,OR,Garden Main,Dab Shithead,-,V4,7b,25,-,Attempt,,Pads,1,Showing Doug.,,Hard,
5/13/2024,Boulder,the-garden-climbing-big-offwidth,Big Offwidth,The Garden Climbing,OR,Garden Main,Big Boulder,-,V0,,7,-,Day Flash,,Pads,1,"Took Eva up, nice when it's dry.",,Free,
5/13/2024,Boulder,the-garden-climbing-tide-pull-(sit-start),Tide Pull (Sit Start),The Garden Climbing,OR,Garden Main,Undertow Boulder,-,V?,6a,2,-,Attempt,FALSE,Pads,1,Doug's new project,,Insane,
5/16/2024,Boulder,the-garden-climbing-enchilada,Enchilada,The Garden Climbing,OR,Garden Main,E's V7,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,5,,,,
5/16/2024,Boulder,the-garden-climbing-harbor-freight,Harbor Freight,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,10,,,,
5/16/2024,Boulder,the-garden-climbing-home-depot,Home Depot,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V8,,,-,Attempt,FALSE,Pads,10,,,,
5/16/2024,Boulder,the-garden-climbing-extension-cord,Extension Cord,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V9,,,-,Attempt,FALSE,Pads,10,,,,
5/23/2024,Boulder,leavenworth-the-current,The Current,Leavenworth,WA,Tumwater Canyon,Jenny Craig,Mountain Project,V10,,,-,Attempt,,Pads,2,,,,
5/23/2024,Boulder,leavenworth-schist-cave,Schist Cave,Leavenworth,WA,Schist Cave,Schist Cave,Mountain Project,V10,,,-,Attempt,,Pads,1,,,,
5/23/2024,Boulder,leavenworth-schist-cave-right,Schist Cave Right,Leavenworth,WA,Schist Cave,Schist Cave,Mountain Project,V5,,,-,Attempt,,None,3,,,,
5/23/2024,Boulder,leavenworth-unknown-(left),Unknown (Left),Leavenworth,WA,Schist Cave,Schist Cave,Mountain Project,V3,,,-,Attempt,,None,1,,,,
5/24/2024,Boulder,leavenworth-alcove-right,Alcove Right,Leavenworth,WA,Forestlands,Hesitator Boulder,Mountain Project,V3,,,-,Flash,,None,1,,,,
5/24/2024,Boulder,leavenworth-busted,Busted,Leavenworth,WA,Forestlands,Busted,Mountain Project,V8,,,-,Attempt,,Pads,5,,,,
5/24/2024,Boulder,leavenworth-cruise-control,Cruise Control,Leavenworth,WA,Forestlands,Busted,Mountain Project,V6,,,-,Sent,,Pads,5,,,,
5/24/2024,Boulder,leavenworth-the-shield,The Shield,Leavenworth,WA,Forestlands,Busted,Mountain Project,V7,,,-,Attempt,,Pads,4,,,,
5/24/2024,Boulder,leavenworth-the-hourglass,The Hourglass,Leavenworth,WA,The Sword,The Hourglass,Mountain Project,V6,,,-,Attempt,,Pads,4,,,,
5/25/2024,Boulder,leavenworth-sumthin',Sumthin',Leavenworth,WA,Twisted Tree,Up From Twisted Tree,Mountain Project,V0,,,-,Flash,,None,1,,,,
5/25/2024,Boulder,leavenworth-nuthin',Nuthin',Leavenworth,WA,Twisted Tree,Up From Twisted Tree,Mountain Project,V3,,,-,Sent,,Pads,2,,,,
5/25/2024,Boulder,leavenworth-little-one,Little One,Leavenworth,WA,Twisted Tree,Up From Twisted Tree,Mountain Project,V2,,,-,Attempt,,Pads,2,,,,
5/25/2024,Boulder,leavenworth-twisted-tree,Twisted Tree,Leavenworth,WA,Twisted Tree,Twisted Tree,Mountain Project,V4,,,-,Attempt,,Pads,1,,,,
5/25/2024,Boulder,leavenworth-noggin'-banger,Noggin' Banger,Leavenworth,WA,Forestlands,Noggin' Banger,Mountain Project,V7,,,-,Attempt,,Pads,10,,,,
5/25/2024,Boulder,leavenworth-kobe-tai,Kobe Tai,Leavenworth,WA,Forestlands,The Ruminator,Mountain Project,V8,,,-,Attempt,,Pads,2,,,,
5/25/2024,Boulder,leavenworth-sunny-and-steep,Sunny and Steep,Leavenworth,WA,Forestlands,Sunny and Steep,Mountain Project,V2,,,-,Flash,,Pads,1,,,,
5/25/2024,Boulder,leavenworth-funny-and-cheap,Funny and Cheap,Leavenworth,WA,Forestlands,Sunny and Steep,Mountain Project,V4,,,-,Attempt,,Pads,3,,,,
5/25/2024,Boulder,leavenworth-no-strings-attatched,No Strings Attatched,Leavenworth,WA,Forestlands,No Strings Attatched,Mountain Project,V10,,,-,Attempt,,Pads,1,,,,
5/26/2024,Boulder,leavenworth-busted,Busted,Leavenworth,WA,Forestlands,Busted,Mountain Project,V8,,,-,Attempt,,Pads,5,,,,
5/26/2024,Boulder,leavenworth-cruise-control,Cruise Control,Leavenworth,WA,Forestlands,Busted,Mountain Project,V6,,,-,Day Flash,,Pads,1,,,,
5/26/2024,Boulder,leavenworth-the-shield,The Shield,Leavenworth,WA,Forestlands,Busted,Mountain Project,V7,,,-,Attempt,,Pads,5,,,,
5/27/2024,Boulder,leavenworth-claim-jumper,Claim Jumper,Leavenworth,WA,Pitless Avocado,The Hueco Crimper,Mountain Project,V4,,,-,Sent,,Pads,2,,,,
5/27/2024,Boulder,leavenworth-missin'-nugget,Missin' Nugget,Leavenworth,WA,Pitless Avocado,The Hueco Crimper,Mountain Project,V2,,,-,Flash,,Pads,1,,,,
5/27/2024,Boulder,leavenworth-the-hueco-crimper,The Hueco Crimper,Leavenworth,WA,Pitless Avocado,The Hueco Crimper,Mountain Project,V6,,,-,Attempt,,Pads,15,,,,
5/27/2024,Boulder,leavenworth-real-imagination,Real Imagination,Leavenworth,WA,Pitless Avocado,The Hueco Crimper,Mountain Project,V9,,,-,Attempt,,Pads,1,,,,
6/22/2024,Route,santiam-pass-south-face-(p1),South Face (P1),Santiam Pass,OR,Santiam Pinnacle,-,Mountain Project,5.6,,,-,Top Roped,,Bolts,1,,,Free,
6/22/2024,Route,santiam-pass-south-face-(p2),South Face (P2),Santiam Pass,OR,Santiam Pinnacle,-,Mountain Project,5.6,,,-,Onsight,,Bolts,1,,,Free,
6/22/2024,Route,santiam-pass-south-face-(p3),South Face (P3),Santiam Pass,OR,Santiam Pinnacle,-,Mountain Project,5.6,,,-,Top Roped,,Bolts,,,,Free,
8/4/2024,Route,smith-rock-state-park-wannabe-llamas,Wannabe Llamas,Smith Rock State Park,OR,Llama Wall,-,Mountain Project,5.8,,,-,Onsight,,Bolts,2,,,Easy,
8/8/2024,Route,the-garden-climbing-honey-comb-traverse-(dirt-exit),Honey Comb Traverse (Dirt Exit),The Garden Climbing,OR,The Garden Cliffs,The Garden Cliffs,Mountain Project,5.12b,7a+,45,-,Hung,FALSE,Bolts,1,"Left hand and right pinch, step right onto foot and left to meaty gaston. Hold a barn door and switch feet to gain first draw. Jug up and right to get to traverse. Fucked clip but left hand is doable. Traverse to bed hands and go to jug. I clipped late. Right hand Gaston in crack instead, raise right foot to meh, left all the way up and rock over. Crux is doable, just get highest left foot, cross, right foot up, left match. I couldn't try much of other top out but head left then right.",,Moderate,5.12a
8/15/2024,Route,the-garden-climbing-the-seraphim-nachash,The Seraphim Nachash,The Garden Climbing,OR,The Garden Cliffs,The Garden Cliffs,Mountain Project,5.11c,7a+,36,-,Hung,FALSE,Bolts,1,"Gave it some work, was really hard for me to overcome fear. The first section is fine stick clipping high. Next up, you should use a left hand crack jug to get up. Top I got a high right foot to bump to a good edge.",,Moderate,
8/19/2024,Boulder,the-garden-climbing-slabarific,Slabarific,The Garden Climbing,OR,Garden Main,Big Boulder,Mountain Project,V1-2,,,PG-13,Sent,,Pads,3,,,Easy,
8/19/2024,Boulder,the-garden-climbing-classique-(r-l),Classique (R-L),The Garden Climbing,OR,Garden Main,Classique,Mountain Project,V3-4,,,-,Attempt,,Pads,3,,,Moderate,
8/19/2024,Boulder,the-garden-climbing-classique,Classique,The Garden Climbing,OR,Garden Main,Classique,Mountain Project,V2,,,-,Flash,,Pads,3,,,Moderate,
8/19/2024,Boulder,the-garden-climbing-classique-(l-r),Classique (L-R),The Garden Climbing,OR,Garden Main,Classique,Mountain Project,V3-4,,,-,Sent,,Pads,3,,,Moderate,
8/19/2024,Boulder,the-garden-climbing-turtle-traverse,Turtle Traverse,The Garden Climbing,OR,Garden Main,Turtle in a Half Shell Boulder,Mountain Project,V3-4,,,-,Sent,,Pads,3,,,Moderate,
8/23/2024,Boulder,widgi-creek-golf-club-if-a-woodchuck-could...,If A Woodchuck Could...,Widgi Creek Golf Club,OR,Woodchuck/Hockey Block,The Woodchuck,Sendage,V0,,,-,Flash,,Pads,1,,,,
8/23/2024,Boulder,widgi-creek-golf-club-how-much-wood?,How Much Wood?,Widgi Creek Golf Club,OR,Woodchuck/Hockey Block,The Woodchuck,Sendage,V1,,,-,Flash,,Pads,1,,,,
8/23/2024,Boulder,widgi-creek-golf-club-bucket-list,Bucket List,Widgi Creek Golf Club,OR,Woodchuck/Hockey Block,The Woodchuck,Sendage,V2,,,-,Flash,,Pads,1,,,,
8/23/2024,Boulder,widgi-creek-golf-club-the-woodchuck,The Woodchuck,Widgi Creek Golf Club,OR,Woodchuck/Hockey Block,The Woodchuck,Sendage,V4,,,-,Attempt,,Pads,8,,,,
8/23/2024,Boulder,widgi-creek-golf-club-centipede,Centipede,Widgi Creek Golf Club,OR,Woodchuck/Hockey Block,The Woodchuck,-,V0,,,-,Flash,,Pads,1,,,,
8/23/2024,Boulder,widgi-creek-golf-club-the-brain,The Brain,Widgi Creek Golf Club,OR,The Brain,The Brain,Mountain Project,V1,,,-,Sent,,Pads,3,,,,
8/23/2024,Boulder,widgi-creek-golf-club-corpus-callosum,Corpus Callosum,Widgi Creek Golf Club,OR,The Brain,Left of the Brain,Mountain Project,V-Easy,,,-,Flash,,Pads,1,,,,
8/23/2024,Boulder,widgi-creek-golf-club-the-brain's-other-half,The Brain's Other Half,Widgi Creek Golf Club,OR,The Brain,Left of the Brain,Sendage,V6,,,-,Attempt,,Pads,1,,,,
8/23/2024,Boulder,widgi-creek-golf-club-ziggy,Ziggy,Widgi Creek Golf Club,OR,The Brain,Left of Left of the Brain,Mountain Project,V1,,,-,Attempt,,Pads,2,,,,V4
8/23/2024,Boulder,widgi-creek-golf-club-butt-hurt,Butt Hurt,Widgi Creek Golf Club,OR,The Brain,Left of Left of the Brain,Mountain Project,V2,,,-,Attempt,,Pads,8,,,Insane,V5
8/24/2024,Boulder,whychus-creek-trail-the-hobbit,The Hobbit,Whychus Creek Trail,OR,Main Area,-,-,V2,,,-,Sent,,Pads,,,,,
8/24/2024,Boulder,whychus-creek-trail-hobbit-trav.,Hobbit Trav.,Whychus Creek Trail,OR,Main Area,-,-,V4,,,-,Attempt,,Pads,,,,,
8/24/2024,Boulder,whychus-creek-trail-classic-crack,Classic Crack,Whychus Creek Trail,OR,Main Area,-,-,V4,,,-,Attempt,,Pads,,,,,
8/24/2024,Boulder,whychus-creek-trail-crackless-crack,Crackless Crack,Whychus Creek Trail,OR,Main Area,-,-,V5,,,-,Attempt,,Pads,,,,,
8/24/2024,Boulder,whychus-creek-trail-45402,4-20,Whychus Creek Trail,OR,Main Area,-,-,V6,,,-,Attempt,,Pads,,,,,
8/24/2024,Boulder,whychus-creek-trail-the-hatchet,The Hatchet,Whychus Creek Trail,OR,Main Area,-,-,V7,,,-,Sent,,Pads,,,,,
8/24/2024,Boulder,whychus-creek-trail-sunshine,Sunshine,Whychus Creek Trail,OR,Sunshine Area,-,-,V0,,,-,Attempt,,Pads,,,,,
8/24/2024,Boulder,whychus-creek-trail-sunshine-crack,Sunshine Crack,Whychus Creek Trail,OR,Sunshine Area,-,-,V1,,,-,Attempt,,Pads,,,,,
8/24/2024,Boulder,whychus-creek-trail-jugs-are-jugs,Jugs are Jugs,Whychus Creek Trail,OR,Sunshine Area,-,-,V6,,,-,Attempt,,Pads,,,,,
8/24/2024,Boulder,whychus-creek-trail-the-butcher,The Butcher,Whychus Creek Trail,OR,Sunshine Area,-,-,V5,,,-,Attempt,,Pads,,,,,
8/25/2024,Route,smith-rock-state-park-snow-bunny,Snow Bunny,Smith Rock State Park,OR,The Monuments,The Monument Base Area,Mountain Project,5.8,,,-,Sent,,Bolts,,,,,
8/25/2024,Route,smith-rock-state-park-praying-mantle,Praying Mantle,Smith Rock State Park,OR,The Monuments,The Monument Base Area,Mountain Project,5.10a,,,-,Hung,,Bolts,,,,,
8/25/2024,Route,smith-rock-state-park-the-tutorial,The Tutorial,Smith Rock State Park,OR,The Monuments,The Monument Base Area,Mountain Project,5.10a,,,-,Hung,,Bolts,,,,,
8/27/2024,Route,menagerie-wilderness-dod-route-(p1),Dod Route (P1),Menagerie Wilderness,OR,Turkey Monster Group,-,Mountain Project,5.10a,,,R,Followed,,Trad.,,,,,
8/27/2024,Route,menagerie-wilderness-dod-route-(p2),Dod Route (P2),Menagerie Wilderness,OR,Turkey Monster Group,-,Mountain Project,5.10c,,,R,Hung,,Trad.,,,,,
8/27/2024,Route,menagerie-wilderness-dod-route-(p3-4),Dod Route (P3-4),Menagerie Wilderness,OR,Turkey Monster Group,-,Mountain Project,5.11a,,,R,Hung,,Trad.,,,,,
9/3/2024,Boulder,squamish-superdyke-,Superdyke ,Squamish,BC,,,Mountain Project,V3+,,,-,Attempt,,None,,,,,
9/3/2024,Boulder,squamish-dyke-surfer,Dyke Surfer,Squamish,BC,,,Mountain Project,V0,,,-,Flash,,Pads,,,,,
9/3/2024,Boulder,squamish-good-mourning-(right)-,Good Mourning (Right) ,Squamish,BC,,,-,V0,,,-,Flash,,Pads,,,,,
9/3/2024,Boulder,squamish-backtrack,Backtrack,Squamish,BC,,,Mountain Project,V2,,,-,Sent,,Pads,,,,,
9/3/2024,Boulder,squamish-stupid-face,Stupid Face,Squamish,BC,,,Mountain Project,V3,,,-,Attempt,,Pads,,,,,
9/3/2024,Boulder,squamish-blasted-face,Blasted Face,Squamish,BC,,,-,V0,,,-,Flash,,Pads,,,,,
9/3/2024,Boulder,squamish-easy-in-an-easy-chair,Easy in an Easy Chair,Squamish,BC,,,Mountain Project,V4,,,-,Sent,,Pads,,,,,
9/3/2024,Boulder,squamish-centre-slab,Centre Slab,Squamish,BC,,,Mountain Project,V3,,,-,Attempt,,Pads,,,,,
9/3/2024,Boulder,squamish-portable-v6,Portable V6,Squamish,BC,,,Mountain Project,V6,,,-,Attempt,,None,,,,,
9/3/2024,Boulder,squamish-portable-v4,Portable V4,Squamish,BC,,,Mountain Project,V4,,,-,Attempt,,None,,,,,
9/3/2024,Boulder,squamish-superfly-slab,Superfly Slab,Squamish,BC,,,Mountain Project,V0,,,-,Flash,,None,,,,,
9/3/2024,Boulder,squamish-superfly,Superfly,Squamish,BC,,,Mountain Project,V4,,,-,Sent,,Pads,,,,,
9/3/2024,Boulder,squamish-stu's-fly,Stu's Fly,Squamish,BC,,,Mountain Project,V2,,,-,Attempt,,Pads,,,,,
9/3/2024,Boulder,squamish-superfly-lunge,Superfly Lunge,Squamish,BC,,,Mountain Project,V4,,,-,Sent,,Pads,,,,,
9/3/2024,Boulder,squamish-the-contortionist,The Contortionist,Squamish,BC,,,-,V9,,,-,Attempt,,Pads,,,,,
9/3/2024,Boulder,squamish-the-egg,The Egg,Squamish,BC,,,Kaya,V11,,,-,Touched,,None,,,,,
9/3/2024,Boulder,squamish-the-touch,The Touch,Squamish,BC,,,Mountain Project,V9,,,-,Attempt,,Pads,,,,,
9/3/2024,Boulder,squamish-gibb's-cave,Gibb's Cave,Squamish,BC,,,Mountain Project,V8,,,-,Attempt,,Pads,,,,,
9/3/2024,Boulder,squamish-phat-slab,Phat Slab,Squamish,BC,,,Mountain Project,V5,,,-,Attempt,,Pads,,,,,
9/3/2024,Boulder,squamish-good-one,Good One,Squamish,BC,,,-,V2,,,-,Flash,,Pads,,,,,
9/3/2024,Boulder,squamish-big-red-dawg,Big Red Dawg,Squamish,BC,,,Mountain Project,V4,,,-,Attempt,,Pads,,,,,
9/3/2024,Boulder,squamish-sloppy-poppy,Sloppy Poppy,Squamish,BC,,,Mountain Project,V4,,,-,Attempt,,Pads,,,,,
9/3/2024,Boulder,squamish-lewy,Lewy,Squamish,BC,,,-,V1,,,-,Attempt,,None,,,,,
9/3/2024,Boulder,squamish-cheese-grater,Cheese Grater,Squamish,BC,,,-,V1,,,-,Flash,,Pads,,,,,
9/3/2024,Boulder,squamish-portable-v6,Portable V6,Squamish,BC,,,Mountain Project,V6,,,-,Attempt,,None,,,,,
9/3/2024,Boulder,squamish-portable-v4,Portable V4,Squamish,BC,,,Mountain Project,V4,,,-,Attempt,,None,,,,,
9/3/2024,Boulder,squamish-superfly,Superfly,Squamish,BC,,,Mountain Project,V4,,,-,Sent,,Pads,,,,,
9/3/2024,Boulder,squamish-superfly-lunge,Superfly Lunge,Squamish,BC,,,Mountain Project,V4,,,-,Sent,,Pads,,,,,
9/3/2024,Boulder,squamish-good-as-good,Good as Good,Squamish,BC,,,Mountain Project,V4,,,-,Attempt,,Pads,,,,,
9/3/2024,Boulder,squamish-van-v4,Van V4,Squamish,BC,,,-,V4,,,-,Attempt,,None,,,,,
9/4/2024,Boulder,squamish-the-rookie,The Rookie,Squamish,BC,,,-,V8,,,-,Attempt,,Pads,,,,,
9/4/2024,Boulder,squamish-superfly-lunge,Superfly Lunge,Squamish,BC,,,Mountain Project,V4,,,-,Sent,,Pads,,,,,
9/4/2024,Boulder,squamish-the-contortionist,The Contortionist,Squamish,BC,,,-,V9,,,-,Attempt,,Pads,,,,,
9/4/2024,Boulder,squamish-stu's-fly,Stu's Fly,Squamish,BC,,,Mountain Project,V3,,,-,Sent,,Pads,,,,,
9/5/2024,Boulder,squamish-tatonka,Tatonka,Squamish,BC,,,-,V9,,,-,Attempt,,Pads,,,,,
9/5/2024,Boulder,squamish-bullets,Bullets,Squamish,BC,,,-,V4,,,-,Attempt,,Pads,,,,,
9/5/2024,Boulder,squamish-majestic,Majestic,Squamish,BC,Sea to Sky,Majestic Boulder,Mountain Project,V6,,,-,Attempt,,Water,,,,,
9/6/2024,Route,squamish-star-chek-(p1),Star Chek (P1),Squamish,BC,Squamish Gorge,Galaxy Buttress,Mountain Project,5.7,,,-,Followed,,Bolts,,Pretty damn easy but a litte weird to warm up on.,,Free,
9/6/2024,Route,squamish-star-chek-(p2),Star Chek (P2),Squamish,BC,Squamish Gorge,Galaxy Buttress,Mountain Project,5.7,,,-,Onsight,,Bolts,,Leading this was fine but it is indeed a tad run out. My foot got stuck on a hold.,,Free,
9/6/2024,Route,squamish-star-chek-(p3-4),Star Chek (P3-4),Squamish,BC,Squamish Gorge,Galaxy Buttress,Mountain Project,5.8,,,-,Followed,,Bolts,,The last bit of 5.8 was interesting.,,Free,
10/8/2024,Route,wolf-rock-barad-dûr-(p1-2),Barad-dûr (P1-2),Wolf Rock,OR,Southeast Face,-,Mountain Project,5.9,,,-,Trad. Followed,,Trad.,,Actually got mad pumped and almost fell. Warmup is hard. A mantle in a bulge leaves you committed without holds above. Zach says he thought it was hard too. Funny choosy dihedral at the end.,,Moderate,
10/8/2024,Route,wolf-rock-barad-dûr-(p3),Barad-dûr (P3),Wolf Rock,OR,Southeast Face,-,Mountain Project,5.8,,,-,Trad. Followed,,Trad.,,Got the ol time to be brave and strong from Zach for a poorly protected traverse but it was good and easy.,,Easy,
10/8/2024,Route,wolf-rock-barad-dûr-(p4),Barad-dûr (P4),Wolf Rock,OR,Southeast Face,-,Mountain Project,5.9,,,-,Trad. Followed,,Trad.,,,,Moderate,
10/8/2024,Route,wolf-rock-barad-dûr-(p5),Barad-dûr (P5),Wolf Rock,OR,Southeast Face,-,Mountain Project,5.10d,,,-,Hung,,Trad.,,"Did Zach's scuffed beta of lying down. So scared of this pitch, ended up falling transitioning around the corner. You have bad holds you have to swing around blind and I was too pumped. So scary. Holds are minimal. I fell but grabbed a draw, bummer.",,Hard,
10/8/2024,Route,wolf-rock-barad-dûr-(p6),Barad-dûr (P6),Wolf Rock,OR,Southeast Face,-,Mountain Project,5.11b,,,-,Hung,,Trad.,,"Fell on the crux and left dangling in space, so bouldery. Pumped out but barely was able to hold it. Rested laying down stuck slipping on a ledge with a chicken arm bar. Traverse was easy and I had to be brave. So fun.",,Hard,
10/8/2024,Route,wolf-rock-barad-dûr-(p7),Barad-dûr (P7),Wolf Rock,OR,Southeast Face,-,Mountain Project,5.4,,,-,Trad. Followed,,Trad.,,,,Easy,
10/8/2024,Route,wolf-rock-barad-dûr-(p8),Barad-dûr (P8),Wolf Rock,OR,Southeast Face,-,Mountain Project,5.4,,,-,Trad. Followed,,Trad.,,"Zach told me it'd be fucked if I fell, found out later we were simul.",,Free,
10/8/2024,Route,wolf-rock-barad-dûr-(p+),Barad-dûr (P+),Wolf Rock,OR,Southeast Face,-,Mountain Project,5,,,-,Trad. Simul,,Trad.,,"Simul sucks, but I was walking.",,Free,
11/6/2024,Boulder,carver-climbing-club-cedar-project,Cedar Project,Carver Climbing Club,OR,Stump Boulders,Cedar Boulder,Mountain Project,V10,,55,-,Attempt,,Pads,,"Some mad beta here. Get left hand on far left, and right toe deep in corner. Left flag high. Rock over to first hold. After that rise up on a heel match left hand to bring left to pinch. Left foot to toe, find right toe, launch for arete. I was using a left foot higher and same right toe for trying next move.",,Insane,
11/6/2024,Boulder,carver-climbing-club-cedar-direct,Cedar Direct,Carver Climbing Club,OR,Stump Boulders,Cedar Boulder,Mountain Project,V7,,42,-,Attempt,,Pads,,,,Hard,
11/6/2024,Boulder,carver-climbing-club-gut-crunch,Gut Crunch,Carver Climbing Club,OR,Bonsai Boulders,Gut Crunch,Mountain Project,V5,6c,31,-,Attempt,FALSE,Pads,,,,Moderate,
11/6/2024,Boulder,carver-climbing-club-gutless,Gutless,Carver Climbing Club,OR,Bonsai Boulders,Gut Crunch,Mountain Project,V7,6c,42,-,Sent,TRUE,Pads,,"Sent pretty quick with Zach and Michael. Found the beta for us. Left heel to start with a weird double gaston. Go right hand, then lock a heel toe cam in with left to start hold of Gut Crunch. Reach around to incut crimp, and get right foot up to good foot below your waist. Release left foot. You need left hand in and palm up. Go big for edge, easy from there with a high foot.",,Moderate,
